split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,posterior_entropy_final_mean,posterior_entropy_final_ci95,posterior_entropy_mean_mean,posterior_entropy_mean_ci95,near_true_branch_mass_final_mean,near_true_branch_mass_final_ci95,near_true_branch_mass_mean_mean,near_true_branch_mass_mean_ci95,branch_prediction_error_mean_mean,branch_prediction_error_mean_ci95,fallback_activations_mean,fallback_activations_ci95
light_object,adaptive_id_mpc,1,20,0.4500,0.2237,0.0818,0.0177,0.7569,0.0454,0.8500,0.0147,0.8667,0.0191,0.3470,0.0298,0.3432,0.0250,0.0351,0.0019,0.0000,0.0000
light_object,adaptive_id_mpc,2,20,0.7000,0.2061,0.0720,0.0098,0.7593,0.0359,0.8634,0.0126,0.8878,0.0168,0.3150,0.0300,0.3145,0.0277,0.0340,0.0017,0.0000,0.0000
light_object,adaptive_id_mpc,3,20,0.4000,0.2203,0.0799,0.0159,0.7433,0.0522,0.8525,0.0189,0.8689,0.0258,0.3289,0.0323,0.3265,0.0290,0.0359,0.0022,0.0000,0.0000
light_object,adaptive_id_mpc,4,20,0.5500,0.2237,0.0779,0.0148,0.7486,0.0466,0.8520,0.0186,0.8741,0.0219,0.3277,0.0225,0.3252,0.0193,0.0361,0.0019,0.0000,0.0000
light_object,adaptive_id_mpc,5,20,0.5500,0.2237,0.0796,0.0134,0.7442,0.0385,0.8529,0.0165,0.8737,0.0221,0.3312,0.0208,0.3240,0.0152,0.0373,0.0030,0.0000,0.0000
light_object,adaptive_id_mpc,6,20,0.5000,0.2248,0.0787,0.0128,0.7647,0.0368,0.8591,0.0131,0.8790,0.0139,0.3030,0.0302,0.3031,0.0259,0.0359,0.0023,0.0000,0.0000
light_object,adaptive_id_mpc,7,20,0.6500,0.2145,0.0735,0.0136,0.7620,0.0446,0.8564,0.0249,0.8798,0.0270,0.2884,0.0243,0.2839,0.0191,0.0359,0.0024,0.0000,0.0000
light_object,branch_counterfactual_mpc,0,20,0.6500,0.2145,0.0768,0.0139,0.7541,0.0364,0.8538,0.0150,0.8743,0.0205,0.3332,0.0327,0.3287,0.0280,0.0349,0.0023,0.0000,0.0000
light_object,branch_counterfactual_mpc,1,20,0.4500,0.2237,0.0829,0.0164,0.7532,0.0414,0.8507,0.0144,0.8669,0.0190,0.3474,0.0296,0.3440,0.0251,0.0347,0.0018,0.0000,0.0000
light_object,branch_counterfactual_mpc,2,20,0.7000,0.2061,0.0724,0.0092,0.7577,0.0347,0.8651,0.0126,0.8890,0.0170,0.3148,0.0305,0.3144,0.0279,0.0336,0.0017,0.0000,0.0000
light_object,branch_counterfactual_mpc,3,20,0.4000,0.2203,0.0833,0.0138,0.7289,0.0454,0.8520,0.0188,0.8679,0.0255,0.3299,0.0328,0.3273,0.0293,0.0358,0.0022,0.0000,0.0000
light_object,branch_counterfactual_mpc,4,20,0.6000,0.2203,0.0750,0.0143,0.7569,0.0457,0.8552,0.0166,0.8752,0.0211,0.3275,0.0223,0.3251,0.0192,0.0367,0.0024,0.0000,0.0000
light_object,branch_counterfactual_mpc,5,20,0.5500,0.2237,0.0804,0.0136,0.7417,0.0389,0.8522,0.0154,0.8731,0.0215,0.3322,0.0209,0.3247,0.0153,0.0374,0.0029,0.0000,0.0000
light_object,branch_counterfactual_mpc,6,20,0.5000,0.2248,0.0754,0.0140,0.7742,0.0407,0.8611,0.0122,0.8806,0.0133,0.3011,0.0295,0.3021,0.0256,0.0359,0.0023,0.0000,0.0000
light_object,branch_counterfactual_mpc,7,20,0.6000,0.2203,0.0750,0.0134,0.7572,0.0438,0.8569,0.0251,0.8800,0.0271,0.2881,0.0244,0.2834,0.0193,0.0357,0.0025,0.0000,0.0000
light_object,branch_counterfactual_mpc_v5,0,20,0.5500,0.2237,0.0794,0.0168,0.7433,0.0547,0.8444,0.0174,0.8531,0.0212,0.3276,0.0396,0.3242,0.0368,0.0406,0.0034,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,1,20,0.4000,0.2203,0.0903,0.0177,0.7272,0.0535,0.8499,0.0149,0.8634,0.0200,0.3484,0.0292,0.3459,0.0250,0.0361,0.0026,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,2,20,0.7000,0.2061,0.0718,0.0131,0.7579,0.0521,0.8489,0.0166,0.8609,0.0212,0.3255,0.0387,0.3211,0.0356,0.0381,0.0031,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,3,20,0.5000,0.2248,0.0832,0.0161,0.7294,0.0559,0.8465,0.0202,0.8526,0.0239,0.3161,0.0419,0.3133,0.0413,0.0389,0.0029,1.9500,0.0980
light_object,branch_counterfactual_mpc_v5,4,20,0.5500,0.2237,0.0785,0.0169,0.7422,0.0591,0.8490,0.0145,0.8580,0.0203,0.3335,0.0245,0.3299,0.0236,0.0398,0.0026,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,5,20,0.5500,0.2237,0.0836,0.0199,0.7330,0.0621,0.8456,0.0144,0.8549,0.0197,0.3237,0.0333,0.3145,0.0304,0.0405,0.0031,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,6,20,0.5000,0.2248,0.0842,0.0170,0.7372,0.0684,0.8535,0.0152,0.8637,0.0182,0.3035,0.0329,0.2998,0.0333,0.0396,0.0041,2.0000,0.0000
light_object,branch_counterfactual_mpc_v5,7,20,0.6000,0.2203,0.0677,0.0157,0.7836,0.0475,0.8445,0.0245,0.8620,0.0257,0.2798,0.0299,0.2755,0.0282,0.0384,0.0027,1.9000,0.1960
light_object,domain_randomized_mpc,0,20,0.6500,0.2145,0.0763,0.0141,0.7560,0.0372,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,1,20,0.4000,0.2203,0.0872,0.0183,0.7365,0.0553,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,2,20,0.7500,0.1947,0.0716,0.0092,0.7609,0.0341,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,3,20,0.4000,0.2203,0.0833,0.0138,0.7289,0.0454,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,4,20,0.5500,0.2237,0.0780,0.0142,0.7445,0.0483,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,5,20,0.5500,0.2237,0.0819,0.0145,0.7374,0.0421,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,6,20,0.4000,0.2203,0.0895,0.0160,0.7227,0.0602,,,,,,,,,,,0.0000,0.0000
light_object,domain_randomized_mpc,7,20,0.6000,0.2203,0.0775,0.0148,0.7485,0.0497,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,0,20,0.6500,0.2145,0.0768,0.0139,0.7541,0.0364,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,1,20,0.4500,0.2237,0.0829,0.0164,0.7532,0.0414,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,2,20,0.7000,0.2061,0.0729,0.0095,0.7561,0.0353,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,3,20,0.4000,0.2203,0.0833,0.0138,0.7289,0.0454,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,4,20,0.6000,0.2203,0.0750,0.0143,0.7569,0.0457,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,5,20,0.5500,0.2237,0.0804,0.0136,0.7417,0.0389,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,6,20,0.5000,0.2248,0.0754,0.0140,0.7742,0.0407,,,,,,,,,,,0.0000,0.0000
light_object,ensemble_mean_mpc,7,20,0.6000,0.2203,0.0750,0.0134,0.7572,0.0438,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,0,20,0.8500,0.1606,0.0683,0.0154,0.7821,0.0422,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,1,20,0.4500,0.2237,0.0816,0.0166,0.7573,0.0421,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,2,20,0.7000,0.2061,0.0786,0.0123,0.7382,0.0460,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,3,20,0.4500,0.2237,0.0850,0.0123,0.7233,0.0441,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,4,20,0.4500,0.2237,0.0796,0.0130,0.7481,0.0375,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,5,20,0.6500,0.2145,0.0725,0.0147,0.7645,0.0495,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,6,20,0.4500,0.2237,0.0810,0.0121,0.7530,0.0406,,,,,,,,,,,0.0000,0.0000
light_object,nominal_single_branch_mpc,7,20,0.5500,0.2237,0.0770,0.0146,0.7523,0.0437,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,0,20,0.8500,0.1606,0.0554,0.0107,0.8204,0.0324,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,1,20,0.7500,0.1947,0.0626,0.0157,0.8126,0.0420,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,2,20,0.9000,0.1349,0.0562,0.0070,0.8114,0.0286,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,3,20,0.6500,0.2145,0.0685,0.0119,0.7771,0.0421,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,4,20,0.9500,0.0980,0.0522,0.0070,0.8312,0.0245,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,5,20,0.7500,0.1947,0.0585,0.0105,0.8136,0.0322,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,6,20,0.8500,0.1606,0.0600,0.0092,0.8195,0.0262,,,,,,,,,,,0.0000,0.0000
light_object,oracle_hidden_params,7,20,0.8500,0.1606,0.0611,0.0098,0.8027,0.0296,,,,,,,,,,,0.0000,0.0000
light_object,random_push,0,20,0.2000,0.1799,0.1506,0.0321,0.5026,0.1142,,,,,,,,,,,0.0000,0.0000
light_object,random_push,1,20,0.1000,0.1349,0.1305,0.0210,0.6007,0.0665,,,,,,,,,,,0.0000,0.0000
light_object,random_push,2,20,0.0500,0.0980,0.1505,0.0266,0.4986,0.0927,,,,,,,,,,,0.0000,0.0000
light_object,random_push,3,20,0.0500,0.0980,0.1666,0.0285,0.4724,0.0907,,,,,,,,,,,0.0000,0.0000
light_object,random_push,4,20,0.0500,0.0980,0.1580,0.0211,0.4827,0.0868,,,,,,,,,,,0.0000,0.0000
light_object,random_push,5,20,0.0500,0.0980,0.1527,0.0273,0.4937,0.1036,,,,,,,,,,,0.0000,0.0000
light_object,random_push,6,20,0.1000,0.1349,0.1551,0.0261,0.5236,0.0857,,,,,,,,,,,0.0000,0.0000
light_object,random_push,7,20,0.1500,0.1606,0.1371,0.0254,0.5549,0.0829,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,0,20,0.6000,0.2203,0.0798,0.0143,0.7421,0.0427,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,1,20,0.4500,0.2237,0.0842,0.0173,0.7495,0.0445,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,2,20,0.7000,0.2061,0.0724,0.0092,0.7577,0.0347,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,3,20,0.4000,0.2203,0.0819,0.0169,0.7360,0.0565,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,4,20,0.6000,0.2203,0.0742,0.0158,0.7596,0.0496,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,5,20,0.5000,0.2248,0.0870,0.0168,0.7219,0.0471,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,6,20,0.5000,0.2248,0.0775,0.0150,0.7684,0.0429,,,,,,,,,,,0.0000,0.0000
light_object,robust_mean_hybrid_mpc,7,20,0.6000,0.2203,0.0769,0.0158,0.7521,0.0488,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,0,20,0.6500,0.2145,0.0830,0.0231,0.7364,0.0684,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,1,20,0.5500,0.2237,0.0830,0.0253,0.7560,0.0673,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,2,20,0.8500,0.1606,0.0641,0.0163,0.7789,0.0635,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,3,20,0.4500,0.2237,0.0784,0.0214,0.7478,0.0689,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,4,20,0.5500,0.2237,0.0848,0.0217,0.7250,0.0701,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,5,20,0.4500,0.2237,0.0869,0.0210,0.7251,0.0606,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,6,20,0.7000,0.2061,0.0559,0.0169,0.8313,0.0486,,,,,,,,,,,0.0000,0.0000
light_object,robust_worst_case_mpc,7,20,0.5500,0.2237,0.0794,0.0202,0.7425,0.0649,,,,,,,,,,,0.0000,0.0000
low_friction,adaptive_id_mpc,0,20,0.0000,0.0000,0.1116,0.0120,0.6505,0.0325,0.7634,0.0459,0.8125,0.0443,0.4176,0.0509,0.4123,0.0420,0.0415,0.0034,0.0000,0.0000
low_friction,adaptive_id_mpc,1,20,0.0000,0.0000,0.1117,0.0077,0.6299,0.0373,0.7758,0.0425,0.8253,0.0353,0.4703,0.0571,0.4480,0.0485,0.0433,0.0024,0.0000,0.0000
low_friction,adaptive_id_mpc,2,20,0.0500,0.0980,0.1065,0.0082,0.6697,0.0300,0.8027,0.0372,0.8530,0.0330,0.4301,0.0455,0.4175,0.0349,0.0400,0.0025,0.0000,0.0000
low_friction,adaptive_id_mpc,3,20,0.0000,0.0000,0.1091,0.0100,0.6726,0.0312,0.7614,0.0445,0.8075,0.0411,0.4446,0.0583,0.4354,0.0479,0.0419,0.0030,0.0000,0.0000
low_friction,adaptive_id_mpc,4,20,0.0500,0.0980,0.1030,0.0072,0.6616,0.0365,0.7710,0.0488,0.8217,0.0389,0.4099,0.0610,0.4048,0.0488,0.0408,0.0033,0.0000,0.0000
low_friction,adaptive_id_mpc,5,20,0.0500,0.0980,0.0992,0.0061,0.6933,0.0240,0.8164,0.0454,0.8606,0.0383,0.4243,0.0609,0.4161,0.0506,0.0392,0.0032,0.0000,0.0000
low_friction,adaptive_id_mpc,6,20,0.0500,0.0980,0.1071,0.0093,0.6707,0.0346,0.7720,0.0507,0.8272,0.0390,0.4469,0.0626,0.4359,0.0493,0.0408,0.0033,0.0000,0.0000
low_friction,adaptive_id_mpc,7,20,0.0000,0.0000,0.1120,0.0085,0.6482,0.0294,0.7775,0.0460,0.8344,0.0374,0.4617,0.0592,0.4398,0.0458,0.0406,0.0027,0.0000,0.0000
low_friction,branch_counterfactual_mpc,0,20,0.0000,0.0000,0.1134,0.0122,0.6434,0.0384,0.7628,0.0463,0.8115,0.0450,0.4165,0.0516,0.4114,0.0426,0.0416,0.0035,0.0000,0.0000
low_friction,branch_counterfactual_mpc,1,20,0.0000,0.0000,0.1117,0.0077,0.6299,0.0373,0.7758,0.0425,0.8253,0.0353,0.4703,0.0571,0.4480,0.0485,0.0433,0.0024,0.0000,0.0000
low_friction,branch_counterfactual_mpc,2,20,0.0500,0.0980,0.1061,0.0082,0.6707,0.0302,0.8024,0.0372,0.8529,0.0330,0.4303,0.0458,0.4175,0.0350,0.0399,0.0025,0.0000,0.0000
low_friction,branch_counterfactual_mpc,3,20,0.0000,0.0000,0.1105,0.0096,0.6691,0.0290,0.7594,0.0456,0.8062,0.0420,0.4428,0.0594,0.4343,0.0486,0.0421,0.0031,0.0000,0.0000
low_friction,branch_counterfactual_mpc,4,20,0.0500,0.0980,0.1029,0.0071,0.6618,0.0365,0.7709,0.0488,0.8217,0.0389,0.4099,0.0610,0.4046,0.0489,0.0408,0.0033,0.0000,0.0000
low_friction,branch_counterfactual_mpc,5,20,0.0500,0.0980,0.0995,0.0060,0.6922,0.0241,0.8164,0.0454,0.8606,0.0383,0.4257,0.0605,0.4166,0.0504,0.0392,0.0032,0.0000,0.0000
low_friction,branch_counterfactual_mpc,6,20,0.0500,0.0980,0.1071,0.0093,0.6707,0.0346,0.7720,0.0507,0.8272,0.0390,0.4469,0.0626,0.4359,0.0493,0.0408,0.0033,0.0000,0.0000
low_friction,branch_counterfactual_mpc,7,20,0.0000,0.0000,0.1120,0.0085,0.6482,0.0294,0.7775,0.0460,0.8344,0.0374,0.4617,0.0592,0.4398,0.0458,0.0406,0.0027,0.0000,0.0000
low_friction,branch_counterfactual_mpc_v5,0,20,0.2000,0.1799,0.1037,0.0193,0.6839,0.0543,0.7238,0.0456,0.7560,0.0459,0.4491,0.0577,0.4478,0.0516,0.0451,0.0038,1.1500,0.4090
low_friction,branch_counterfactual_mpc_v5,1,20,0.2000,0.1799,0.1016,0.0118,0.6701,0.0371,0.7479,0.0425,0.7834,0.0375,0.4802,0.0606,0.4609,0.0529,0.0474,0.0042,1.5000,0.3335
low_friction,branch_counterfactual_mpc_v5,2,20,0.2000,0.1799,0.0938,0.0153,0.7168,0.0452,0.7622,0.0456,0.8095,0.0441,0.4529,0.0525,0.4419,0.0418,0.0416,0.0029,1.5500,0.3327
low_friction,branch_counterfactual_mpc_v5,3,20,0.1500,0.1606,0.1075,0.0126,0.6805,0.0385,0.7381,0.0459,0.7724,0.0441,0.4606,0.0610,0.4571,0.0527,0.0446,0.0035,1.3000,0.4047
low_friction,branch_counterfactual_mpc_v5,4,20,0.1500,0.1606,0.1008,0.0152,0.6745,0.0536,0.7529,0.0511,0.7795,0.0503,0.4112,0.0623,0.4117,0.0527,0.0449,0.0051,1.3500,0.4090
low_friction,branch_counterfactual_mpc_v5,5,20,0.1500,0.1606,0.0952,0.0106,0.7088,0.0328,0.8071,0.0469,0.8450,0.0408,0.4211,0.0657,0.4109,0.0556,0.0411,0.0034,1.7500,0.2411
low_friction,branch_counterfactual_mpc_v5,6,20,0.2000,0.1799,0.1052,0.0179,0.6851,0.0505,0.7544,0.0495,0.7935,0.0444,0.4517,0.0638,0.4435,0.0523,0.0439,0.0044,1.4000,0.3304
low_friction,branch_counterfactual_mpc_v5,7,20,0.1000,0.1349,0.1055,0.0128,0.6727,0.0380,0.7610,0.0468,0.8050,0.0417,0.4598,0.0674,0.4436,0.0569,0.0438,0.0042,1.5000,0.3335
low_friction,domain_randomized_mpc,0,20,0.0000,0.0000,0.1137,0.0122,0.6430,0.0358,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,1,20,0.0000,0.0000,0.1117,0.0077,0.6299,0.0373,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,2,20,0.1500,0.1606,0.0987,0.0123,0.6987,0.0368,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,3,20,0.0500,0.0980,0.1084,0.0111,0.6771,0.0315,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,4,20,0.1000,0.1349,0.1028,0.0120,0.6652,0.0451,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,5,20,0.0500,0.0980,0.0995,0.0060,0.6922,0.0241,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,6,20,0.1000,0.1349,0.1020,0.0112,0.6890,0.0360,,,,,,,,,,,0.0000,0.0000
low_friction,domain_randomized_mpc,7,20,0.0000,0.0000,0.1120,0.0085,0.6482,0.0294,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,0,20,0.0000,0.0000,0.1148,0.0124,0.6385,0.0402,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,1,20,0.0000,0.0000,0.1117,0.0077,0.6299,0.0373,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,2,20,0.0500,0.0980,0.1062,0.0082,0.6704,0.0302,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,3,20,0.0000,0.0000,0.1105,0.0096,0.6691,0.0290,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,4,20,0.0500,0.0980,0.1005,0.0106,0.6711,0.0448,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,5,20,0.0500,0.0980,0.0995,0.0060,0.6922,0.0241,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,6,20,0.0500,0.0980,0.1071,0.0093,0.6707,0.0346,,,,,,,,,,,0.0000,0.0000
low_friction,ensemble_mean_mpc,7,20,0.0000,0.0000,0.1121,0.0084,0.6477,0.0292,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,0,20,0.0500,0.0980,0.1169,0.0126,0.6334,0.0362,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,1,20,0.0000,0.0000,0.1142,0.0090,0.6231,0.0367,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,2,20,0.0500,0.0980,0.1121,0.0130,0.6521,0.0435,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,3,20,0.0000,0.0000,0.1280,0.0154,0.6192,0.0453,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,4,20,0.1000,0.1349,0.1126,0.0122,0.6301,0.0485,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,5,20,0.1000,0.1349,0.1070,0.0155,0.6744,0.0412,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,6,20,0.0500,0.0980,0.1214,0.0170,0.6307,0.0531,,,,,,,,,,,0.0000,0.0000
low_friction,nominal_single_branch_mpc,7,20,0.0000,0.0000,0.1165,0.0102,0.6340,0.0343,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,0,20,0.5000,0.2248,0.0849,0.0186,0.7367,0.0548,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,1,20,0.4500,0.2237,0.0824,0.0119,0.7271,0.0435,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,2,20,0.5500,0.2237,0.0765,0.0182,0.7715,0.0505,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,3,20,0.5500,0.2237,0.0843,0.0169,0.7469,0.0502,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,4,20,0.5500,0.2237,0.0743,0.0144,0.7538,0.0521,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,5,20,0.6500,0.2145,0.0636,0.0140,0.8091,0.0400,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,6,20,0.5500,0.2237,0.0790,0.0165,0.7608,0.0496,,,,,,,,,,,0.0000,0.0000
low_friction,oracle_hidden_params,7,20,0.5500,0.2237,0.0805,0.0168,0.7510,0.0496,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,0,20,0.0500,0.0980,0.2105,0.0396,0.3517,0.1246,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,1,20,0.0500,0.0980,0.1864,0.0253,0.3805,0.0974,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,2,20,0.1000,0.1349,0.1764,0.0369,0.4581,0.1113,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,3,20,0.1000,0.1349,0.1697,0.0355,0.4880,0.1105,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,4,20,0.1000,0.1349,0.1781,0.0319,0.4332,0.1071,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,5,20,0.0000,0.0000,0.1961,0.0199,0.3926,0.0696,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,6,20,0.0000,0.0000,0.1996,0.0255,0.3883,0.0820,,,,,,,,,,,0.0000,0.0000
low_friction,random_push,7,20,0.2000,0.1799,0.1490,0.0322,0.5282,0.1049,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,0,20,0.0000,0.0000,0.1136,0.0122,0.6435,0.0359,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,1,20,0.0000,0.0000,0.1097,0.0075,0.6381,0.0325,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,2,20,0.0500,0.0980,0.1080,0.0078,0.6635,0.0327,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,3,20,0.0000,0.0000,0.1119,0.0091,0.6634,0.0312,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,4,20,0.0500,0.0980,0.1056,0.0075,0.6520,0.0388,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,5,20,0.0500,0.0980,0.1013,0.0072,0.6872,0.0252,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,6,20,0.0500,0.0980,0.1092,0.0091,0.6652,0.0329,,,,,,,,,,,0.0000,0.0000
low_friction,robust_mean_hybrid_mpc,7,20,0.0000,0.0000,0.1120,0.0085,0.6482,0.0294,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,0,20,0.1000,0.1349,0.1141,0.0204,0.6442,0.0619,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,1,20,0.3500,0.2145,0.0947,0.0201,0.6860,0.0693,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,2,20,0.2000,0.1799,0.1074,0.0200,0.6615,0.0720,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,3,20,0.3000,0.2061,0.0929,0.0201,0.7250,0.0566,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,4,20,0.1500,0.1606,0.1023,0.0197,0.6604,0.0762,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,5,20,0.3000,0.2061,0.0864,0.0160,0.7323,0.0526,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,6,20,0.1500,0.1606,0.1064,0.0152,0.6773,0.0450,,,,,,,,,,,0.0000,0.0000
low_friction,robust_worst_case_mpc,7,20,0.3000,0.2061,0.1027,0.0205,0.6810,0.0625,,,,,,,,,,,0.0000,0.0000
nominal,adaptive_id_mpc,0,20,0.4000,0.2203,0.0779,0.0163,0.7576,0.0470,0.8700,0.0110,0.8886,0.0139,0.3591,0.0190,0.3570,0.0176,0.0332,0.0014,0.0000,0.0000
nominal,adaptive_id_mpc,1,20,0.3000,0.2061,0.0844,0.0148,0.7363,0.0516,0.8519,0.0137,0.8710,0.0164,0.3798,0.0259,0.3788,0.0222,0.0355,0.0013,0.0000,0.0000
nominal,adaptive_id_mpc,2,20,0.7000,0.2061,0.0711,0.0089,0.7675,0.0288,0.8675,0.0118,0.8829,0.0137,0.3622,0.0207,0.3583,0.0175,0.0336,0.0020,0.0000,0.0000
nominal,adaptive_id_mpc,3,20,0.4500,0.2237,0.0792,0.0145,0.7521,0.0387,0.8628,0.0137,0.8836,0.0194,0.3744,0.0227,0.3709,0.0193,0.0347,0.0017,0.0000,0.0000
nominal,adaptive_id_mpc,4,20,0.4000,0.2203,0.0794,0.0159,0.7533,0.0493,0.8605,0.0122,0.8801,0.0137,0.3566,0.0260,0.3557,0.0232,0.0363,0.0018,0.0000,0.0000
nominal,adaptive_id_mpc,5,20,0.6000,0.2203,0.0736,0.0171,0.7588,0.0544,0.8675,0.0118,0.8828,0.0143,0.3580,0.0238,0.3536,0.0235,0.0350,0.0021,0.0000,0.0000
